rain_24h_mm,rain_72h_mm,river_ratio,soil_saturation,humidity_pct,wind_kmh,elevation_m,severity
78.0,84.2,0.771,0.579,73.8,10.0,77.0,2
6.6,75.8,0.807,0.531,52.8,10.8,61.7,0
18.7,78.7,0.309,0.45,64.1,15.1,121.0,0
0.4,3.1,0.258,0.12,64.5,10.2,146.4,0
46.4,57.0,0.742,0.518,70.2,13.1,23.2,1
22.9,104.3,0.632,0.511,50.3,14.8,219.7,0
78.1,108.7,0.837,0.426,48.7,9.6,213.8,2
14.8,83.6,0.687,0.371,53.4,6.5,215.6,0
2.4,3.1,0.287,0.14,53.8,6.2,68.0,0
30.8,84.8,0.587,0.641,41.3,16.6,159.3,0
10.3,26.7,0.525,0.176,54.1,18.2,38.9,0
40.7,97.4,0.816,0.692,37.9,7.2,63.7,2
6.8,76.4,0.572,0.591,65.5,6.0,150.4,0
66.9,83.5,0.814,0.522,66.5,19.7,58.1,2
21.0,48.9,0.589,0.139,48.8,20.7,120.1,0
16.7,38.8,0.483,0.223,55.7,22.2,63.7,0
63.1,79.5,0.757,0.429,64.1,9.4,68.5,2
47.1,84.7,0.767,0.661,63.4,17.6,78.0,2
8.2,71.9,0.524,0.405,53.9,32.8,142.4,0
45.9,59.5,0.729,0.339,66.9,9.8,62.1,1
37.7,51.3,0.435,0.394,47.9,20.4,139.7,0
17.8,34.6,0.468,0.186,53.8,13.2,50.7,0
42.6,93.6,0.836,0.538,73.1,45.2,50.3,2
66.6,135.8,0.898,0.63,59.8,4.5,33.5,3
18.4,40.1,0.592,0.576,56.9,14.5,34.1,0
18.4,20.2,0.388,0.175,47.0,28.1,132.7,0
17.4,26.3,0.575,0.455,72.0,5.7,31.5,0
7.7,28.1,0.492,0.185,55.5,19.3,49.6,0
18.2,29.8,0.448,0.318,44.8,8.7,46.0,0
16.1,22.3,0.439,0.311,63.3,2.9,62.1,0
15.0,47.0,0.554,0.374,45.8,8.3,45.9,0
14.8,196.8,1.32,0.944,59.8,5.9,80.6,3
4.2,14.0,0.323,0.311,60.9,23.2,143.7,0
51.3,89.3,0.753,0.561,76.4,46.1,46.3,2
10.0,58.8,0.536,0.391,55.4,8.6,76.5,0
5.8,58.2,0.481,0.343,53.3,7.9,209.2,0
83.5,112.2,0.702,0.597,49.1,5.7,227.9,1
13.2,19.8,0.363,0.24,50.5,22.2,70.7,0
46.4,109.8,0.765,0.584,53.7,32.6,25.8,2
22.7,48.6,0.397,0.374,54.2,17.7,166.2,0
3.4,26.7,0.455,0.156,48.4,7.5,117.9,0
3.7,11.1,0.361,0.13,58.9,14.2,50.7,0
8.9,25.8,0.362,0.354,49.0,21.5,49.5,0
12.3,63.2,0.577,0.22,57.8,10.8,49.9,0
19.0,44.9,0.498,0.46,54.1,18.6,58.8,0
27.9,32.6,0.456,0.255,51.5,9.8,110.0,0
16.4,73.6,0.402,0.614,48.9,4.2,223.2,0
26.5,144.8,0.862,0.847,58.1,21.6,43.2,2
30.9,36.6,0.378,0.291,67.9,14.3,52.5,0
15.6,43.7,0.373,0.328,48.7,14.9,150.3,0
37.2,66.3,0.596,0.578,58.3,24.2,21.1,1
45.2,50.7,0.393,0.49,63.1,7.6,225.5,0
31.7,115.2,0.921,0.711,56.9,9.2,30.3,2
33.4,63.1,0.791,0.526,43.3,31.6,49.1,2
24.2,89.4,0.806,0.426,59.7,14.9,31.2,1
55.3,95.4,0.704,0.566,48.8,23.8,117.0,2
19.5,100.6,0.77,0.497,43.2,12.7,64.8,1
9.1,48.7,0.519,0.267,43.0,17.8,51.4,0
20.1,39.0,0.442,0.345,53.9,18.9,58.7,0
3.5,51.0,0.645,0.339,44.8,6.9,50.7,0
2.8,14.8,0.516,0.222,41.0,45.8,111.6,0
45.4,97.0,0.648,0.508,62.3,16.3,59.0,1
70.8,80.5,0.83,0.377,63.1,6.1,145.7,2
13.6,40.8,0.436,0.489,60.2,3.9,65.6,0
45.7,67.8,0.598,0.455,53.5,10.3,121.2,1
0.8,37.9,0.384,0.196,51.6,2.0,229.3,0
31.8,123.7,1.009,0.672,63.5,28.7,61.3,3
19.6,35.8,0.512,0.455,44.6,7.8,51.4,0
80.6,142.5,1.03,0.814,59.6,8.2,117.3,3
16.8,100.0,0.791,0.518,62.6,15.5,114.9,1
5.2,65.4,0.669,0.387,53.0,17.8,68.0,0
2.2,39.0,0.514,0.244,51.1,8.6,58.6,0
20.1,55.2,0.567,0.326,54.9,18.8,206.9,0
24.1,39.2,0.45,0.271,65.6,22.0,59.2,0
15.7,19.3,0.263,0.122,54.3,9.0,37.7,0
46.7,77.4,0.853,0.438,59.8,6.0,77.6,2
64.5,153.6,0.981,0.802,62.2,10.7,15.5,3
13.5,112.6,0.712,0.576,41.2,10.3,118.0,1
1.2,6.2,0.241,0.223,56.2,11.9,155.4,0
26.6,123.4,0.779,0.801,49.7,22.5,120.3,2
56.3,105.8,0.773,0.752,50.9,12.7,53.2,2
13.5,58.3,0.509,0.398,40.2,6.6,225.4,0
33.4,122.0,0.925,0.728,45.0,9.0,32.8,3
4.6,73.9,0.686,0.449,34.6,13.6,39.2,1
26.0,35.5,0.545,0.273,48.0,15.6,53.0,0
34.0,47.2,0.514,0.261,54.0,35.4,61.5,0
26.7,29.6,0.391,0.302,64.8,10.9,123.4,0
98.6,141.5,1.159,0.822,68.3,10.9,49.6,3
70.1,81.1,0.614,0.377,65.2,4.8,213.4,0
39.3,57.5,0.501,0.375,68.5,4.1,150.0,0
51.8,132.1,1.024,0.658,37.5,18.8,55.5,3
25.8,74.0,0.664,0.487,59.3,8.3,37.6,1
18.7,68.0,0.532,0.465,57.5,26.1,123.6,0
11.9,162.6,0.967,0.854,60.5,2.4,44.6,3
4.5,16.3,0.482,0.413,38.3,8.0,51.0,0
72.8,94.8,0.835,0.466,59.1,24.1,114.4,1
101.7,114.5,0.973,0.537,60.8,32.5,46.5,3
20.6,85.4,0.594,0.531,45.0,18.3,48.2,0
21.0,45.7,0.451,0.487,73.9,23.1,220.1,0
35.3,43.6,0.475,0.216,53.1,7.5,135.1,0
16.8,56.5,0.479,0.427,62.1,9.8,65.0,0
5.4,51.3,0.373,0.359,58.5,28.9,220.9,0
3.3,12.5,0.384,0.305,41.0,5.5,120.3,0
98.8,124.8,1.092,0.717,63.6,16.5,64.0,3
1.6,48.5,0.406,0.371,52.7,18.6,68.2,0
27.7,111.7,0.727,0.653,59.6,27.6,64.1,2
2.0,16.5,0.438,0.184,55.0,10.6,54.8,0
17.8,69.3,0.492,0.519,68.9,9.6,211.4,0
13.4,30.4,0.487,0.422,61.4,16.0,79.7,0
2.7,35.9,0.38,0.327,57.7,35.4,122.0,0
36.5,46.8,0.611,0.323,65.6,17.0,52.2,0
4.9,55.0,0.426,0.379,63.6,16.0,41.7,0
2.1,75.0,0.679,0.539,47.4,10.6,41.5,1
40.3,67.4,0.411,0.436,45.8,7.6,140.1,0
13.5,37.3,0.558,0.215,49.3,9.5,65.6,0
7.9,29.5,0.43,0.379,42.3,10.7,65.8,0
42.6,49.6,0.626,0.282,50.9,10.9,43.0,1
4.5,63.5,0.541,0.462,53.5,11.5,149.8,0
1.2,83.5,0.504,0.333,47.8,16.2,52.7,0
60.9,74.3,0.823,0.476,66.9,10.1,75.5,2
87.9,125.4,1.003,0.656,68.5,25.7,49.9,3
17.3,66.2,0.677,0.258,57.7,16.2,54.9,0
17.0,33.7,0.41,0.34,44.6,13.0,37.9,0
44.8,143.6,0.94,0.633,52.1,12.0,154.1,2
55.7,93.9,0.686,0.549,45.6,8.1,25.6,2
5.3,10.3,0.387,0.183,57.4,16.6,24.2,0
14.2,90.3,0.622,0.394,69.7,46.8,51.8,1
25.6,53.8,0.964,0.293,57.5,28.1,149.7,1
42.5,62.4,0.65,0.333,60.9,20.0,118.6,0
38.5,93.8,0.824,0.629,53.9,31.0,144.6,1
33.0,50.3,0.55,0.449,55.5,9.2,46.2,0
55.6,149.5,0.956,0.953,71.1,9.1,221.8,3
18.6,96.9,0.823,0.506,55.7,12.2,52.0,1
73.4,177.6,1.083,0.814,68.9,15.5,33.1,3
10.4,154.8,0.908,0.788,64.1,25.5,57.4,2
39.0,87.4,0.823,0.484,67.1,22.9,49.9,2
12.3,43.1,0.492,0.293,54.2,2.3,42.8,0
17.5,34.1,0.412,0.316,55.7,22.1,46.9,0
20.7,73.2,0.585,0.525,52.2,11.0,56.8,0
11.5,152.9,0.855,0.578,57.8,15.2,52.7,2
57.7,64.8,0.479,0.378,57.9,13.7,75.5,0
13.0,54.2,0.398,0.262,56.9,7.6,57.0,0
19.6,24.4,0.44,0.26,63.4,15.5,56.3,0
34.9,39.5,0.571,0.371,44.1,8.3,79.2,0
134.6,219.0,1.662,1.0,58.7,16.8,60.4,3
36.1,110.0,0.813,0.564,57.4,7.5,64.2,2
21.4,37.0,0.391,0.332,60.8,5.3,33.5,0
0.8,9.8,0.246,0.066,54.4,44.5,216.8,0
17.0,124.5,0.915,0.581,45.0,8.7,58.0,2
9.2,19.0,0.492,0.272,60.7,10.5,52.2,0
14.0,20.3,0.459,0.136,69.5,27.2,115.0,0
12.0,22.3,0.469,0.377,47.0,13.3,52.4,0
34.6,79.7,0.71,0.534,51.7,7.2,40.8,1
16.6,176.5,1.103,0.777,54.9,6.3,111.8,3
6.6,23.5,0.314,0.137,52.1,5.5,40.1,0
46.5,130.1,0.745,0.616,69.1,37.4,52.3,2
3.8,38.6,0.64,0.247,54.9,1.6,87.5,0
20.4,22.2,0.385,0.156,52.9,5.6,120.2,0
17.2,34.6,0.423,0.186,50.0,8.9,223.5,0
28.5,103.0,0.495,0.555,44.3,9.5,111.6,1
56.1,127.3,1.069,0.736,71.9,10.2,50.7,3
150.9,165.7,1.306,0.753,81.2,24.1,118.4,3
21.4,80.2,0.498,0.528,54.7,14.8,114.2,0
9.0,36.6,0.406,0.291,54.3,6.7,115.2,0
7.9,51.5,0.517,0.433,52.4,8.1,120.5,0
7.9,95.3,0.543,0.476,39.1,53.6,152.6,0
27.5,43.0,0.565,0.37,45.0,15.5,66.0,0
3.4,24.4,0.405,0.285,50.9,0.6,221.7,0
27.5,116.2,0.851,0.75,54.6,6.9,77.3,2
48.6,195.9,1.078,0.984,59.7,9.8,28.5,3
48.8,115.9,0.783,0.649,73.4,46.2,40.8,3
22.5,63.6,0.59,0.292,53.3,9.0,63.6,0
43.1,109.7,0.818,0.555,52.8,10.5,42.6,2
56.9,74.3,0.628,0.394,61.5,5.1,150.0,0
12.8,45.7,0.448,0.282,42.9,12.3,127.8,0
52.0,56.5,0.484,0.399,61.6,22.2,16.4,1
1.8,19.6,0.454,0.277,46.5,11.2,65.9,0
3.3,49.3,0.566,0.395,54.3,7.9,64.3,0
13.7,51.3,0.493,0.491,52.7,10.4,211.4,0
1.4,2.2,0.34,0.232,51.1,19.1,77.1,0
35.1,59.6,0.586,0.299,62.6,10.8,51.0,0
10.7,47.5,0.475,0.381,59.6,9.7,37.9,0
17.4,55.6,0.477,0.446,71.0,16.2,47.8,0
4.9,11.0,0.494,0.336,58.3,6.9,58.2,0
3.9,63.6,0.585,0.411,50.7,5.3,37.9,0
15.6,147.4,0.742,0.734,49.4,3.1,146.8,1
19.3,85.2,0.703,0.605,57.9,11.1,31.7,1
13.7,46.6,0.349,0.375,65.9,7.2,28.0,0
14.9,124.4,0.877,0.515,61.2,22.0,45.1,2
10.4,27.8,0.451,0.124,48.0,9.7,51.3,0
32.5,85.7,0.654,0.675,60.8,21.1,74.6,1
4.4,34.1,0.313,0.157,54.5,17.2,147.9,0
2.9,113.3,0.735,0.601,60.8,2.2,219.8,0
56.1,66.9,0.612,0.517,63.4,6.7,145.2,1
3.4,14.2,0.159,0.076,54.7,37.2,112.0,0
16.5,106.8,0.871,0.494,45.2,7.6,81.2,1
0.8,50.7,0.429,0.263,58.5,14.5,61.8,0
29.6,125.9,0.765,0.826,45.6,11.5,47.3,2
10.5,22.6,0.478,0.449,54.4,2.6,153.5,0
27.6,42.5,0.632,0.278,52.0,6.9,37.2,0
11.6,54.2,0.459,0.441,49.0,5.2,142.7,0
24.3,29.0,0.296,0.319,60.5,19.6,147.2,0
18.7,58.7,0.513,0.38,55.0,6.4,28.5,0
78.4,99.0,0.8,0.414,45.4,19.5,63.4,2
54.5,84.0,0.849,0.711,59.1,6.1,61.9,2
9.4,68.8,0.628,0.281,50.4,1.2,214.5,0
15.3,77.3,0.67,0.496,64.5,12.7,49.2,0
56.7,183.4,1.182,0.827,51.1,17.8,122.6,3
12.5,92.1,0.678,0.625,69.3,8.7,77.3,1
22.8,24.6,0.374,0.351,62.5,12.6,39.5,0
2.3,14.2,0.197,0.147,50.1,2.9,111.6,0
16.8,30.1,0.471,0.224,51.3,9.4,78.3,0
8.1,81.2,0.684,0.353,48.2,21.7,145.6,0
3.9,116.9,0.653,0.647,55.2,38.1,223.7,0
19.3,26.6,0.541,0.346,48.8,11.4,73.8,0
32.2,106.8,0.705,0.551,56.2,15.6,161.4,1
17.3,50.3,0.554,0.352,46.1,22.6,47.7,0
8.6,37.3,0.443,0.495,59.1,12.6,72.1,0
3.8,20.9,0.496,0.345,54.0,14.8,74.8,0
121.1,145.9,1.16,0.863,67.6,36.2,44.4,3
7.3,47.4,0.509,0.16,51.2,14.5,54.1,0
30.1,49.5,0.521,0.42,51.3,9.8,129.5,0
9.3,57.1,0.443,0.422,56.0,30.2,67.6,0
25.6,54.4,0.36,0.276,46.1,14.4,72.9,0
10.4,36.1,0.383,0.225,60.9,4.2,122.2,0
19.6,75.5,0.615,0.451,56.5,10.1,86.3,0
12.3,56.0,0.599,0.275,50.4,41.5,65.4,0
37.3,38.2,0.512,0.255,62.7,24.8,50.2,0
31.3,81.0,0.64,0.45,60.1,8.5,73.5,1
8.9,50.4,0.171,0.425,45.1,25.4,209.7,0
8.6,92.3,0.745,0.471,63.8,9.4,65.6,1
6.4,49.5,0.532,0.33,33.1,5.9,68.5,0
4.8,28.2,0.399,0.381,61.5,21.9,227.5,0
39.7,56.0,0.604,0.237,57.0,5.8,56.2,1
5.9,9.5,0.397,0.237,60.9,6.0,152.1,0
27.8,60.3,0.557,0.447,68.0,13.4,46.0,0
11.1,24.5,0.421,0.312,50.4,14.2,53.9,0
48.8,142.9,1.007,0.684,56.8,21.8,48.2,3
92.3,126.2,1.052,0.57,69.3,9.3,35.2,3
7.1,16.4,0.42,0.38,44.1,12.6,56.4,0
10.9,14.8,0.422,0.16,51.1,1.7,61.1,0
15.8,61.9,0.609,0.317,51.2,2.2,59.9,0
14.8,117.5,0.764,0.634,44.9,6.7,120.3,2
3.2,58.1,0.628,0.337,48.8,19.5,63.0,0
93.8,123.2,0.823,0.749,73.0,20.7,50.5,3
15.4,80.8,0.61,0.467,59.9,9.7,55.6,1
31.2,74.6,0.753,0.573,55.6,3.5,149.4,1
32.1,54.9,0.524,0.431,57.6,15.1,55.1,0
2.1,109.1,0.75,0.565,49.9,60.9,67.1,1
13.1,38.2,0.613,0.427,40.0,11.5,49.0,0
39.7,53.0,0.528,0.325,50.2,5.9,138.0,0
67.0,97.7,0.746,0.527,70.4,13.5,53.7,2
13.5,50.3,0.603,0.421,63.7,3.0,122.5,0
2.9,73.1,0.588,0.482,45.6,7.0,55.6,0
9.8,22.7,0.332,0.207,62.5,18.7,158.6,0
12.8,28.8,0.258,0.152,44.4,28.9,69.1,0
12.2,29.2,0.337,0.291,49.8,9.1,216.5,0
6.4,35.5,0.49,0.251,52.1,3.5,111.8,0
2.4,11.9,0.316,0.229,50.2,19.2,58.8,0
4.4,97.6,0.602,0.517,47.2,13.2,58.5,0
9.9,13.8,0.317,0.169,54.6,10.5,83.2,0
39.1,103.6,0.711,0.554,64.5,13.6,111.8,1
53.6,65.6,0.601,0.426,48.9,11.5,122.5,1
21.9,48.7,0.505,0.43,56.5,11.9,40.3,0
4.6,19.1,0.539,0.291,60.5,12.6,56.9,0
10.6,76.0,0.663,0.661,50.4,13.9,60.6,0
0.5,101.1,0.569,0.581,47.7,11.5,60.0,0
68.1,325.3,1.7,1.0,56.1,8.5,43.1,3
8.7,60.5,0.574,0.398,69.4,36.9,43.5,0
28.7,32.9,0.588,0.358,68.5,11.8,66.7,0
50.3,61.2,0.624,0.506,57.7,4.3,60.0,1
43.1,92.7,0.74,0.657,68.3,11.3,62.9,2
12.2,40.1,0.673,0.243,49.7,10.2,30.4,0
32.6,96.3,0.607,0.666,56.0,7.3,149.1,1
82.0,126.1,1.038,0.661,56.6,8.3,51.1,3
8.6,20.8,0.409,0.177,38.6,12.8,57.0,0
2.2,25.9,0.269,0.261,47.7,12.4,223.8,0
6.5,72.9,0.557,0.569,49.6,4.0,62.4,0
30.6,77.0,0.8,0.517,60.3,14.0,50.2,1
12.5,76.9,0.691,0.367,59.2,15.5,50.1,1
17.7,24.3,0.48,0.165,53.8,4.2,67.7,0
35.7,49.0,0.546,0.257,49.8,10.6,221.5,0
6.3,94.1,0.723,0.476,47.7,36.4,82.3,0
16.7,23.8,0.335,0.278,67.4,18.2,53.3,0
10.4,71.5,0.382,0.354,58.7,17.9,216.4,0
79.2,85.2,0.933,0.469,76.1,21.5,43.9,3
41.9,78.2,0.717,0.607,72.9,26.4,55.8,1
12.6,32.9,0.478,0.452,48.8,6.5,38.9,0
11.8,23.8,0.603,0.411,60.5,2.7,23.8,0
86.8,125.9,0.78,0.503,58.7,13.0,213.5,2
81.0,165.4,0.913,0.967,73.2,11.2,34.0,3
30.4,45.9,0.283,0.365,63.5,9.3,218.5,0
18.6,19.9,0.367,0.264,38.1,19.3,57.2,0
3.3,32.1,0.459,0.396,55.8,6.2,46.9,0
6.6,18.5,0.463,0.314,46.2,37.7,143.5,0
52.1,119.6,0.982,0.472,57.6,4.1,26.7,3
3.4,23.6,0.135,0.215,47.3,26.1,124.1,0
11.6,27.9,0.646,0.254,61.1,3.2,128.8,0
1.8,24.4,0.363,0.154,46.8,17.9,69.2,0
37.2,121.5,0.983,0.737,47.7,19.0,56.1,2
26.0,74.5,0.722,0.596,49.7,10.2,29.0,1
19.3,29.1,0.473,0.291,53.4,20.2,28.0,0
11.9,18.5,0.39,0.278,57.2,6.0,36.5,0
1.4,109.6,0.663,0.6,61.8,4.7,59.5,1
10.1,25.9,0.307,0.288,57.7,18.6,63.5,0
15.6,102.0,0.733,0.673,59.2,8.0,69.6,1
34.9,62.5,0.458,0.262,63.5,36.2,119.3,0
49.6,63.2,0.786,0.467,66.5,20.6,71.7,2
38.3,53.1,0.543,0.385,66.4,16.1,143.2,0
25.9,54.8,0.75,0.327,76.2,9.0,76.7,1
19.0,20.2,0.279,0.212,61.4,4.7,221.9,0
23.4,37.5,0.41,0.489,58.0,24.0,112.1,0
9.2,149.4,1.002,0.635,49.8,23.1,49.8,2
20.8,193.7,1.11,0.91,57.8,7.0,83.2,3
15.5,31.4,0.528,0.447,63.7,4.0,87.2,0
116.6,175.0,1.366,0.739,60.9,17.5,34.5,3
24.0,71.3,0.76,0.413,65.9,12.3,20.6,1
11.1,19.2,0.536,0.258,50.4,20.8,34.9,0
13.7,72.9,0.708,0.498,52.3,9.6,49.5,0
43.2,65.3,0.541,0.424,63.1,33.8,148.6,0
27.1,62.1,0.711,0.338,52.1,17.3,53.3,1
25.8,95.5,0.816,0.588,59.8,36.4,42.1,1
61.9,85.6,0.703,0.5,52.7,6.2,60.2,1
81.4,104.8,0.824,0.639,72.0,16.7,64.1,3
37.2,90.9,0.632,0.613,59.5,31.6,228.3,1
12.2,100.7,0.864,0.434,53.9,4.1,24.4,2
12.7,63.8,0.547,0.518,56.2,22.1,146.9,0
57.0,81.6,0.744,0.471,61.0,4.9,42.5,2
87.7,168.7,1.133,0.903,69.6,8.2,63.0,3
2.6,48.2,0.471,0.41,50.8,3.4,66.2,0
18.2,122.4,0.65,0.818,52.6,5.0,208.0,0
74.7,201.6,1.343,0.956,49.8,23.2,51.6,3
29.3,79.7,0.592,0.45,67.6,10.2,56.3,0
2.6,100.9,0.728,0.522,43.1,10.6,69.5,1
19.5,120.3,0.761,0.549,68.0,6.4,124.2,1
29.3,59.9,0.665,0.483,54.8,12.7,64.1,1
21.0,121.8,0.822,0.549,65.1,30.0,46.6,2
49.4,85.9,0.597,0.582,68.2,6.0,146.2,1
52.3,116.5,0.868,0.608,68.1,86.1,216.2,2
15.4,48.5,0.445,0.208,54.8,10.3,74.3,0
37.7,42.8,0.502,0.479,48.5,7.0,147.3,0
9.9,165.8,1.132,0.514,52.1,3.8,52.0,3
20.5,82.6,0.558,0.49,52.8,15.7,153.3,0
13.8,80.6,0.603,0.511,53.4,13.9,140.8,0
11.4,51.4,0.402,0.17,44.0,4.5,215.5,0
21.4,121.5,0.761,0.687,53.1,26.4,219.8,1
4.3,34.2,0.44,0.251,30.0,16.7,67.4,0
45.9,60.2,0.715,0.389,56.9,26.7,50.1,1
11.5,29.8,0.353,0.416,54.8,27.7,118.0,0
43.9,77.2,0.773,0.49,52.8,5.4,120.4,1
5.8,25.4,0.552,0.246,50.8,27.2,73.4,0
11.5,45.3,0.519,0.339,55.1,19.0,80.5,0
4.3,12.5,0.304,0.388,60.8,16.5,34.6,0
4.0,84.4,0.618,0.541,61.1,9.4,125.7,0
7.0,61.2,0.561,0.336,55.6,26.2,52.9,0
5.9,147.9,1.11,0.705,52.7,29.0,27.2,3
4.3,19.2,0.323,0.147,55.5,15.6,151.6,0
19.0,81.3,0.811,0.452,69.4,17.3,35.0,1
33.6,41.4,0.534,0.484,61.4,45.6,66.4,0
35.3,69.3,0.663,0.432,59.7,2.2,41.2,1
1.1,41.7,0.391,0.22,60.8,31.0,149.8,0
13.7,17.9,0.391,0.288,54.6,12.4,31.5,0
12.1,102.6,0.831,0.539,47.1,33.4,59.4,1
62.8,134.0,0.893,0.746,65.7,8.4,68.4,3
14.3,68.5,0.695,0.422,55.6,15.8,63.3,1
17.4,25.9,0.518,0.41,53.0,15.7,140.4,0
2.3,18.9,0.329,0.171,56.7,17.6,61.2,0
6.7,85.0,0.772,0.402,38.6,9.9,67.0,1
2.0,35.7,0.548,0.402,48.0,7.5,59.6,0
20.4,47.8,0.619,0.184,48.2,18.5,48.3,0
64.5,162.8,0.935,0.791,56.1,22.3,219.1,2
7.1,46.2,0.498,0.43,51.9,11.1,54.8,0
14.4,24.0,0.418,0.075,47.0,17.6,51.0,0
6.0,83.5,0.856,0.507,66.4,37.0,47.4,2
9.0,16.9,0.404,0.111,57.0,12.8,27.4,0
20.8,54.8,0.489,0.225,49.0,2.3,156.6,0
91.6,136.1,0.814,0.608,52.7,20.1,229.0,2
61.9,126.2,0.786,0.649,57.2,6.9,152.6,2
77.9,83.6,0.656,0.438,61.8,18.3,156.9,1
44.3,45.1,0.592,0.453,54.0,24.8,60.7,1
14.2,15.1,0.22,0.245,74.6,11.1,123.8,0
12.1,120.4,0.766,0.599,40.7,21.4,58.9,2
7.1,11.4,0.136,0.106,53.5,21.6,152.9,0
13.9,145.0,1.071,0.758,53.2,28.0,37.7,3
65.3,149.9,1.05,0.942,60.5,43.9,49.3,3
64.7,76.6,0.662,0.411,46.8,36.1,212.5,1
120.2,121.9,0.905,0.596,70.9,6.8,62.3,3
22.5,59.0,0.695,0.311,57.0,8.3,49.4,1
3.3,23.0,0.501,0.375,58.2,5.3,120.2,0
31.6,131.2,0.912,0.768,60.9,20.1,52.3,2
92.4,136.5,0.945,0.665,76.5,15.1,115.0,3
72.7,107.1,0.916,0.538,47.3,9.5,60.2,2
10.5,38.0,0.486,0.241,51.8,7.9,154.5,0
3.9,68.0,0.683,0.416,72.7,8.4,38.6,0
3.7,35.0,0.482,0.407,61.1,20.9,111.1,0
7.7,159.5,1.079,0.797,41.6,2.8,43.0,2
9.4,13.4,0.314,0.348,54.2,6.3,52.1,0
13.0,37.6,0.469,0.26,45.7,1.2,213.6,0
35.7,92.2,0.697,0.326,54.3,22.3,70.4,1
12.5,62.6,0.369,0.655,70.0,26.2,40.0,1
19.5,34.7,0.438,0.333,62.8,17.6,55.0,0
7.1,86.3,0.623,0.582,41.0,18.9,62.3,0
6.7,48.9,0.532,0.297,46.9,14.0,68.7,0
1.2,81.0,0.733,0.369,52.2,16.5,35.2,1
12.1,60.1,0.584,0.425,51.8,2.2,67.8,0
1.8,2.3,0.504,0.01,54.8,16.1,42.0,0
11.1,61.9,0.53,0.394,47.6,6.0,60.5,0
21.2,36.2,0.211,0.411,52.5,19.8,220.1,0
66.3,90.9,0.805,0.57,56.3,13.1,74.1,2
6.2,36.5,0.387,0.343,50.1,30.7,105.8,0
20.5,28.5,0.325,0.447,60.9,15.2,109.4,0
8.5,22.9,0.286,0.302,55.7,5.4,221.6,0
1.6,69.6,0.468,0.276,46.6,3.5,153.7,0
66.9,134.8,0.865,0.685,71.8,8.8,137.9,2
22.2,25.5,0.585,0.451,64.1,12.5,50.3,0
30.0,72.6,0.652,0.432,56.8,30.4,80.1,1
76.4,150.8,0.982,0.928,62.2,11.8,142.7,3
11.0,49.7,0.662,0.463,67.9,16.1,73.9,0
3.0,48.0,0.493,0.328,65.3,3.4,37.1,0
6.1,9.8,0.237,0.121,40.9,18.6,66.0,0
2.6,99.1,0.617,0.592,62.0,10.3,32.9,1
51.9,60.9,0.598,0.529,74.1,18.0,116.2,1
95.4,118.7,0.746,0.495,72.5,36.9,155.6,2
20.9,96.0,0.594,0.56,51.6,13.6,121.7,0
36.6,161.6,1.004,0.618,55.1,5.5,58.2,3
46.0,71.4,0.77,0.424,73.0,15.6,69.8,2
80.6,261.8,1.645,1.0,71.6,17.0,59.6,3
92.2,132.1,1.066,0.739,71.1,25.4,53.3,3
0.7,36.5,0.459,0.258,70.8,12.4,51.4,0
8.8,19.7,0.311,0.36,45.3,31.6,117.5,0
18.5,42.4,0.545,0.294,54.2,22.4,55.5,0
7.5,50.8,0.691,0.318,54.7,13.0,51.0,0
13.4,70.5,0.58,0.306,52.4,12.1,143.6,0
28.2,83.0,0.658,0.534,41.8,5.8,50.8,1
27.4,48.7,0.535,0.411,64.4,10.1,57.8,0
44.7,152.3,0.986,0.85,53.1,4.7,61.7,3
19.0,55.9,0.632,0.454,48.9,11.3,31.4,0
12.1,46.8,0.447,0.396,51.1,2.5,60.1,0
25.5,35.4,0.53,0.37,54.2,14.2,54.2,0
47.6,109.9,0.892,0.665,58.6,6.4,55.1,2
41.6,74.3,0.728,0.548,66.4,17.8,29.1,2
16.3,42.1,0.372,0.204,64.0,12.9,114.6,0
8.1,14.3,0.347,0.193,51.2,7.8,80.6,0
17.1,23.7,0.344,0.125,50.0,3.9,119.6,0
9.1,56.8,0.548,0.428,52.4,11.7,57.8,0
55.6,176.1,1.069,1.0,53.7,13.4,58.6,3
17.1,45.0,0.573,0.434,54.5,40.1,152.7,0
26.6,54.4,0.594,0.334,48.7,9.6,49.9,0
2.4,65.4,0.444,0.477,69.4,19.9,41.5,0
47.3,141.0,0.87,0.754,60.6,8.6,24.0,2
15.4,34.5,0.585,0.334,50.2,5.5,48.6,0
25.7,35.9,0.481,0.201,61.8,18.1,50.3,0
31.6,63.5,0.589,0.542,47.2,9.5,48.0,0
45.7,99.8,0.897,0.458,53.6,13.3,56.0,2
21.9,22.8,0.42,0.235,58.9,1.9,55.7,0
15.8,38.0,0.337,0.412,55.6,7.3,126.4,0
3.5,32.2,0.301,0.27,60.9,7.5,123.7,0
2.0,27.0,0.414,0.291,30.5,4.4,158.1,0
21.5,26.8,0.574,0.294,62.0,9.7,152.9,0
25.9,48.2,0.623,0.371,51.8,3.4,54.7,1
30.3,59.5,0.557,0.419,47.5,14.4,72.0,0
6.3,18.7,0.311,0.271,39.2,9.0,154.9,0
9.3,52.9,0.551,0.39,49.0,8.6,44.0,0
21.1,92.3,0.541,0.454,68.1,18.0,57.2,0
